0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,1,152,6.5,2,3,2,2,3,0,3,2,3,3,0,1,2
2,0,254,6.30769230769,2,4,3,3,1,1,1,2,2,2,1,2,2
2,0,253,7.5,0,1,3,3,2,3,2,1,2,2,2,3,2
2,0,128,7.19230769231,1,2,2,1,3,3,2,3,2,1,2,1,3
2,1,90,6.92307692308,3,1,2,2,1,2,1,4,2,3,3,2,0
2,0,280,7.76923076923,1,3,2,1,2,0,2,1,3,2,4,3,2
2,0,348,7.0,3,1,3,2,2,1,2,2,1,2,2,2,3
2,0,445,7.26923076923,0,1,1,3,4,1,4,2,3,4,2,0,1
2,1,553,7.11538461538,3,1,2,2,3,2,1,1,2,2,1,3,3
2,1,217,7.42307692308,1,2,1,1,3,3,2,2,4,1,2,2,2
2,1,179,6.53846153846,3,3,2,1,2,1,3,1,2,2,4,2,0
2,1,82,6.46153846154,1,3,1,3,3,2,4,3,0,1,3,2,0
2,1,386,7.15384615385,1,2,2,2,3,2,2,1,3,3,1,2,2
2,1,450,6.92307692308,2,3,2,3,2,2,0,2,1,1,2,3,3
2,0,43,6.88461538462,3,1,3,3,2,2,0,1,3,0,3,2,3
2,0,85,7.30769230769,2,1,2,2,2,2,2,1,4,2,2,2,2
2,0,207,7.03846153846,3,1,3,1,2,1,2,3,3,0,2,3,2
2,1,272,6.92307692308,1,3,3,2,1,1,2,3,1,4,3,1,1
2,1,657,6.96153846154,2,1,2,2,2,3,3,3,1,2,1,2,2
2,1,175,7.19230769231,1,3,2,4,2,0,1,1,2,2,3,3,2
2,1,469,7.26923076923,3,1,2,2,2,1,1,3,3,1,2,1,4
2,1,451,7.11538461538,4,2,0,2,2,1,2,2,2,2,2,2,3
2,0,499,6.34615384615,3,2,3,2,2,2,2,1,3,1,2,1,2
2,0,208,7.92307692308,1,2,1,1,1,4,2,2,1,2,4,3,2
2,1,393,7.5,3,1,2,0,3,2,2,0,3,1,4,3,2
2,1,661,6.84615384615,2,2,3,2,1,2,3,3,1,1,1,2,3
2,1,359,6.53846153846,4,1,4,1,0,2,2,3,2,2,1,3,1
2,1,87,6.34615384615,1,4,2,4,2,2,1,2,2,0,2,3,1
2,1,94,7.03846153846,1,2,4,2,1,1,2,3,2,2,2,3,1
2,0,98,7.57692307692,2,1,1,3,3,1,1,1,2,3,3,4,1
2,0,395,7.23076923077,2,2,2,1,3,2,1,2,3,1,2,2,3
2,1,563,6.30769230769,3,1,3,3,3,2,2,1,1,2,2,1,2
2,0,127,7.53846153846,2,4,1,0,1,2,1,3,2,2,2,3,3
2,0,443,7.07692307692,2,3,1,3,2,2,2,0,1,2,2,4,2
2,1,283,6.84615384615,2,2,3,3,2,0,2,2,2,1,2,4,1
2,1,889,5.88461538462,4,2,2,3,2,1,3,2,2,1,2,2,0
2,0,445,6.88461538462,1,4,0,2,3,2,3,2,2,1,3,2,1
2,0,375,7.5,1,3,1,1,2,3,2,1,4,1,2,2,3
2,0,333,6.96153846154,3,0,2,2,2,3,1,3,3,2,3,1,1
2,0,344,5.84615384615,3,3,2,4,0,3,2,3,2,1,1,0,2
2,1,201,6.34615384615,2,3,3,2,2,2,2,2,2,2,0,2,2
2,1,466,7.34615384615,2,0,3,1,2,3,2,3,3,1,2,1,3
2,1,209,7.0,2,2,2,1,1,3,2,3,2,3,3,2,0
2,0,311,6.15384615385,2,4,3,3,1,1,2,1,3,2,1,1,2
2,0,37,7.84615384615,2,0,2,1,3,2,2,1,3,2,2,4,2
2,1,731,6.84615384615,3,1,1,2,2,2,3,3,3,2,0,4,0
2,0,342,7.65384615385,1,2,2,2,2,2,1,2,1,3,3,2,3
2,1,859,6.38461538462,3,1,3,3,1,3,2,1,3,2,1,2,1
2,0,139,7.46153846154,3,0,1,4,0,2,2,2,3,3,2,1,3
2,1,565,7.76923076923,1,0,2,3,2,2,1,2,3,4,3,1,2
2,0,527,6.84615384615,2,1,3,4,3,1,0,1,3,2,1,3,2
2,1,681,6.5,2,3,2,2,2,2,2,2,3,2,2,0,2
2,0,481,7.0,3,2,1,2,2,1,3,2,1,3,2,2,2
2,0,196,6.84615384615,3,2,1,2,1,2,3,3,2,2,1,3,1
2,1,78,6.57692307692,2,2,3,3,2,1,3,1,2,2,1,2,2
2,0,208,6.30769230769,4,2,2,1,2,2,3,2,1,3,2,0,2
2,0,426,7.73076923077,2,1,1,2,1,2,3,3,2,1,3,2,3
2,0,205,6.76923076923,3,1,3,1,2,3,2,3,0,2,2,2,2
2,0,200,7.11538461538,1,3,1,1,3,2,3,2,3,2,2,1,2
2,1,371,6.19230769231,4,2,3,3,1,0,2,2,2,1,4,1,1
2,1,603,6.57692307692,1,2,2,3,4,2,3,2,1,1,2,1,2
2,0,266,6.76923076923,2,3,3,1,1,3,2,1,2,1,4,1,2
2,1,350,6.96153846154,2,0,3,3,2,3,2,2,1,2,3,1,2
2,1,477,8.03846153846,1,2,2,2,0,2,2,1,3,2,2,4,3
2,0,152,7.88461538462,2,1,1,1,1,3,2,1,3,4,3,3,1
2,1,501,6.53846153846,2,3,3,2,2,2,0,2,3,3,0,2,2
2,0,51,7.76923076923,2,1,0,3,1,4,2,1,2,3,1,2,4
2,1,265,7.38461538462,1,2,2,1,3,3,1,2,3,1,2,3,2
2,1,138,6.34615384615,2,4,2,2,2,2,2,2,1,3,0,2,2
2,0,271,6.53846153846,3,2,2,2,2,2,1,2,3,3,2,1,1
2,1,319,6.76923076923,2,2,3,1,3,1,2,3,2,3,0,2,2
2,0,66,6.69230769231,2,2,3,3,2,2,1,2,2,1,1,2,3
2,0,593,7.30769230769,2,1,3,3,2,1,1,2,1,2,2,3,3
2,0,761,7.53846153846,1,2,2,2,3,1,1,3,1,2,2,4,2
2,1,81,6.30769230769,4,1,2,4,1,1,2,2,2,3,2,1,1
2,1,764,6.88461538462,2,3,2,1,2,2,4,0,2,2,1,3,2
2,0,1401,7.80769230769,1,1,1,2,2,2,3,3,2,2,3,1,3
2,0,625,6.76923076923,3,2,2,2,3,1,3,2,0,0,2,3,3
2,0,196,7.26923076923,3,0,0,3,2,4,3,2,1,1,2,3,2
2,1,511,5.96153846154,2,4,3,1,3,2,3,1,3,0,0,3,1
2,0,633,7.26923076923,1,2,2,3,2,1,1,4,2,1,3,2,2
2,1,506,7.26923076923,2,2,2,3,0,1,3,3,2,0,3,2,3
2,1,157,6.42307692308,3,2,1,3,1,2,3,3,2,2,3,1,0
2,1,111,7.92307692308,2,0,2,2,2,1,2,3,2,1,3,3,3
2,0,217,6.34615384615,3,2,3,1,3,3,2,0,2,1,3,2,1
2,1,250,7.42307692308,2,2,2,2,3,1,1,2,1,1,2,3,4
2,1,189,7.03846153846,1,4,2,1,4,1,0,2,2,2,2,3,2
2,1,50,6.76923076923,1,2,3,2,2,3,1,3,1,3,4,1,0
2,1,240,7.07692307692,2,0,4,2,3,1,3,2,1,2,0,3,3
2,1,171,7.0,3,2,1,1,3,2,2,2,1,3,2,2,2
2,1,293,6.38461538462,4,3,1,2,2,3,2,0,1,2,1,2,3
2,1,249,6.84615384615,2,3,3,1,2,2,2,0,2,3,2,1,3
2,0,1193,6.15384615385,2,3,2,3,1,3,3,2,2,1,3,0,1
2,0,190,6.42307692308,3,2,4,0,4,1,2,1,2,1,2,2,2
2,0,370,6.84615384615,2,2,3,3,2,2,0,1,2,3,1,3,2
2,0,92,7.73076923077,2,1,2,0,4,2,1,1,3,3,0,4,3
2,0,198,7.80769230769,0,1,3,1,2,3,2,4,1,2,2,2,3
2,0,723,7.84615384615,1,2,1,1,3,0,3,4,1,2,3,3,2
2,0,164,7.38461538462,1,2,2,2,4,2,1,1,1,3,1,2,4
2,0,354,7.26923076923,3,2,1,1,2,2,3,1,2,2,1,3,3
2,1,62,7.0,2,1,3,1,2,4,2,2,2,1,2,1,3
2,0,1211,6.61538461538,2,2,3,2,1,3,2,3,2,1,2,1,2
2,0,355,7.5,1,2,3,0,3,0,2,4,3,2,1,3,2
2,0,479,7.03846153846,3,1,3,1,0,1,3,4,2,3,3,1,1
2,0,187,8.15384615385,1,1,1,1,1,3,3,3,3,2,1,2,4
2,1,364,7.96153846154,2,1,0,1,1,4,2,3,2,3,2,3,2
2,0,1022,6.0,2,4,2,3,2,2,1,3,2,1,2,1,1
2,1,519,6.80769230769,4,1,3,3,0,2,1,2,1,1,3,2,3
2,1,422,6.11538461538,3,3,2,2,0,3,3,4,1,1,2,2,0
2,1,359,6.73076923077,3,1,1,2,3,3,3,1,3,2,0,2,2
