0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9,1,62,7.19230769231,2,1,3,1,1,3,3,3,2,0,3,1,3
9,1,57,7.07692307692,3,2,1,1,3,2,0,2,4,1,3,4,0
9,1,13,6.42307692308,3,2,2,2,1,3,3,2,3,1,1,1,2
9,1,37,6.57692307692,3,1,3,3,1,2,2,2,2,2,2,1,2
9,0,112,6.53846153846,4,2,3,1,2,1,2,1,2,2,2,1,3
9,1,37,5.69230769231,4,2,3,2,3,3,1,3,0,2,0,0,3
9,1,94,7.57692307692,1,1,2,3,1,3,2,2,3,1,1,3,3
9,0,47,7.73076923077,2,1,0,2,2,3,2,3,1,3,3,1,3
9,0,47,7.03846153846,1,3,0,3,3,2,2,2,2,3,2,2,1
9,1,116,5.76923076923,2,3,2,3,3,1,4,2,3,2,0,1,0
9,0,92,7.19230769231,2,2,2,2,3,1,2,2,1,1,2,3,3
9,1,12,5.57692307692,3,2,2,4,2,2,3,3,2,2,1,0,0
9,0,44,6.92307692308,1,1,4,2,1,3,2,3,3,2,1,1,2
9,1,78,6.46153846154,1,3,2,3,3,3,3,1,0,2,1,2,2
9,0,58,6.80769230769,2,1,2,2,2,4,2,2,3,2,1,2,1
9,0,40,7.84615384615,1,0,2,3,1,4,2,2,0,3,3,2,3
9,0,17,7.80769230769,2,1,0,1,3,2,2,3,3,3,1,3,2
9,0,18,7.69230769231,1,2,2,2,2,1,2,2,1,2,4,3,2
9,0,63,6.80769230769,3,2,2,1,3,1,3,2,1,1,2,4,1
9,0,39,7.34615384615,2,2,3,0,2,2,2,1,2,3,3,1,3
9,1,44,6.5,4,2,1,2,3,2,0,2,3,2,2,1,2
9,0,23,7.19230769231,2,3,2,1,2,3,0,1,2,2,3,3,2
9,1,49,6.92307692308,3,1,1,3,0,2,3,2,4,3,3,1,0
9,0,29,7.19230769231,3,2,1,2,1,3,1,2,2,1,3,3,2
9,1,149,6.88461538462,3,3,1,2,0,4,1,2,2,2,1,2,3
9,1,139,8.0,2,1,1,0,1,3,3,2,2,4,3,2,2
9,0,17,7.42307692308,2,1,2,3,2,2,0,2,3,2,1,3,3
9,0,59,6.92307692308,1,2,3,3,1,2,2,4,0,2,2,3,1
9,1,45,7.46153846154,1,3,1,3,1,2,0,2,4,3,2,1,3
9,0,89,7.23076923077,2,2,2,1,1,3,1,3,3,2,3,1,2
9,0,31,7.96153846154,2,1,0,1,2,4,1,3,2,3,2,1,4
9,1,11,6.80769230769,3,2,2,1,3,2,1,3,2,0,2,3,2
9,0,93,7.15384615385,0,3,2,1,4,3,2,3,0,1,3,1,3
9,1,54,7.11538461538,2,0,2,2,3,3,4,0,1,3,4,1,1
9,0,65,7.61538461538,1,1,2,2,3,1,2,3,1,3,3,2,2
9,1,112,7.42307692308,2,2,2,1,2,1,1,4,3,1,2,2,3
9,0,29,7.53846153846,2,2,1,2,2,1,2,2,2,3,2,2,3
9,0,35,7.5,1,3,1,2,1,2,2,3,2,2,3,1,3
9,1,63,7.11538461538,2,4,0,2,1,1,1,4,3,2,3,2,1
9,1,38,6.30769230769,2,2,3,2,4,1,2,2,3,1,1,2,1
9,0,30,7.0,1,3,2,2,2,1,3,3,2,2,1,1,3
9,0,36,7.30769230769,1,4,1,1,2,0,4,2,3,2,1,3,2
9,1,38,7.19230769231,2,3,1,2,2,2,2,1,2,2,1,3,3
9,0,125,6.73076923077,2,3,1,3,2,2,1,2,3,2,2,1,2
9,0,108,7.46153846154,1,2,2,3,1,1,1,2,3,3,4,3,0
9,0,101,6.96153846154,2,3,2,2,1,1,3,2,2,2,1,3,2
9,1,122,7.03846153846,2,2,2,0,3,2,4,3,0,1,4,1,2
9,0,66,7.15384615385,2,1,1,3,3,3,1,2,2,2,1,3,2
9,1,95,6.07692307692,2,3,3,2,3,2,1,3,3,1,0,1,2
9,0,19,8.23076923077,1,1,0,1,2,3,3,1,3,4,3,2,2
9,0,134,7.96153846154,0,4,2,0,2,2,1,1,2,2,4,4,2
9,1,87,6.42307692308,3,0,2,3,4,3,1,1,4,2,1,0,2
9,1,63,7.5,2,2,2,1,0,3,2,2,4,1,2,2,3
9,1,204,7.34615384615,1,1,1,3,3,3,2,0,3,3,4,1,1
9,0,70,6.92307692308,0,3,3,2,3,3,1,1,3,1,3,0,3
9,0,71,6.96153846154,2,1,2,2,3,3,2,2,2,1,2,2,2
9,0,54,6.30769230769,3,3,2,2,3,1,2,1,2,2,2,1,2
9,0,84,6.61538461538,1,2,4,3,1,2,3,2,1,2,1,3,1
9,1,135,7.30769230769,1,4,2,0,1,2,3,2,2,2,3,2,2
9,0,56,6.96153846154,3,1,2,3,2,0,4,0,2,2,3,3,1
9,1,34,7.03846153846,1,2,3,3,2,2,1,2,1,2,3,2,2
9,0,13,7.92307692308,1,1,2,2,0,3,2,3,2,4,0,3,3
9,0,16,8.15384615385,1,0,1,2,1,3,3,3,1,4,3,2,2
9,1,39,7.46153846154,1,2,3,2,2,2,2,2,0,0,4,2,4
9,0,74,6.69230769231,2,2,3,2,3,2,1,2,2,1,2,1,3
9,1,47,7.65384615385,2,1,2,3,1,0,3,1,1,4,4,2,2
9,0,39,7.61538461538,2,2,1,1,3,0,2,4,2,1,2,4,2
9,0,47,7.73076923077,2,2,0,2,2,2,3,1,1,3,3,1,4
9,1,35,7.11538461538,2,2,2,2,3,1,1,4,0,2,2,2,3
9,0,23,6.80769230769,1,3,3,1,4,1,2,3,1,1,1,2,3
9,1,103,7.03846153846,1,2,1,4,2,3,3,1,1,2,1,3,2
9,1,68,6.61538461538,0,2,2,4,3,4,2,2,1,2,1,2,1
9,0,117,7.19230769231,1,3,2,2,2,1,3,1,4,1,1,1,4
9,1,83,6.34615384615,3,1,3,3,2,1,3,2,1,4,0,2,1
9,1,63,6.61538461538,3,3,1,3,1,3,1,1,2,2,2,2,2
9,0,39,7.53846153846,2,2,0,1,3,3,1,2,3,2,2,4,1
9,0,54,7.30769230769,1,1,3,3,3,2,1,2,1,0,3,4,2
9,0,67,8.0,0,0,3,3,3,1,1,3,1,3,3,2,3
9,0,60,7.34615384615,1,1,3,1,3,3,2,1,1,3,4,2,1
9,1,154,7.03846153846,1,2,3,2,1,3,2,3,1,1,4,2,1
9,0,41,7.0,2,3,3,2,0,1,2,3,2,1,2,2,3
9,0,49,7.42307692308,2,1,3,0,3,2,1,4,1,3,0,3,3
9,1,36,6.53846153846,3,2,1,2,2,2,3,2,2,3,3,1,0
9,0,78,6.80769230769,3,1,3,2,1,2,3,0,4,2,1,2,2
9,0,24,7.76923076923,1,2,1,2,1,2,3,3,2,1,3,2,3
9,0,205,6.88461538462,1,2,2,2,3,2,4,2,1,2,1,3,1
9,1,186,7.07692307692,3,2,1,2,3,0,2,3,1,2,2,3,2
9,0,184,6.61538461538,3,1,2,3,2,1,2,3,3,2,1,2,1
9,0,43,7.15384615385,2,2,3,0,3,2,2,1,2,2,2,3,2
9,0,13,6.80769230769,3,2,2,2,2,0,3,3,2,1,2,1,3
9,0,17,7.46153846154,3,1,1,1,3,1,2,2,2,4,1,3,2
9,1,22,7.23076923077,1,1,2,2,1,2,4,4,3,2,2,1,1
9,0,33,7.0,1,1,3,3,1,3,3,1,3,1,3,3,0
9,1,90,6.34615384615,1,3,4,2,2,2,0,4,2,3,1,1,1
9,0,43,7.0,1,4,0,3,3,1,2,2,2,3,1,1,3
9,0,27,7.11538461538,2,3,2,2,1,1,2,2,2,1,4,2,2
9,0,81,7.07692307692,1,3,2,1,3,2,4,0,2,2,1,2,3
9,1,32,6.73076923077,3,2,3,1,2,1,3,2,1,1,3,2,2
9,1,34,6.07692307692,2,4,2,2,2,4,1,2,1,2,2,0,2
9,0,31,6.80769230769,2,1,3,2,3,1,3,3,2,0,3,0,3
9,1,53,6.57692307692,4,3,2,2,1,0,2,2,3,0,2,2,3
