date,temp_max,temp_min,temp_mean,precipitation,snowfall,wind_max,city
2025-12-15,23.6,11.8,17.9,0,0,14,Boston
2025-12-16,35.4,20.4,26.6,0,0,8.9,Boston
2025-12-17,44.7,27.7,36,0,0,15.6,Boston
2025-12-18,45.2,28.6,37.3,0,0,9.5,Boston
2025-12-19,58.8,35.1,49.4,0.48,0,28.7,Boston
2025-12-20,37.4,29.5,32.6,0,0,16.9,Boston
2025-12-21,45.5,30.1,37.8,0,0,16,Boston
2025-12-22,31.5,23.7,27.9,0,0,12.7,Boston
2025-12-23,36.6,27.3,31.7,0.138,0.744,6.7,Boston
2025-12-24,36,25.7,32,0.043,0.11,15.1,Boston
2025-12-25,39.6,19.1,28.8,0,0,16.9,Boston
2025-12-26,20.9,10.6,16.6,0.02,0.138,14.4,Boston
2025-12-27,20.3,14.6,17.2,0.252,1.791,11,Boston
2025-12-28,33,12.6,22.5,0,0,7.7,Boston
2025-12-29,42,31.7,38.5,0.661,0,16,Boston
2025-12-30,31,20.5,25.2,0,0,23.6,Boston
2025-12-31,32.1,24.2,27.5,0,0,14.9,Boston
2021-01-01,33.6,25.3,30.1,0.551,2.949,21.1,Chicago
2021-01-02,34.2,29.1,32.6,0.098,0.606,18.9,Chicago
2021-01-03,36.3,28.6,32.6,0.13,0.909,8.2,Chicago
2021-01-04,34.9,24,27.6,0,0,10.6,Chicago
2021-01-05,38.3,24.1,29.1,0.004,0.028,9.4,Chicago
2021-01-06,35.2,27.6,31.4,0,0,7.2,Chicago
2021-01-07,37.3,31.6,34.9,0,0,12.3,Chicago
2021-01-08,35.2,31.7,33.6,0,0,16.7,Chicago
2021-01-09,35,27.5,30.9,0,0,12.1,Chicago
2021-01-10,29.9,26.3,27.9,0,0,8.7,Chicago
2021-01-11,29.7,22.6,25.9,0,0,16.3,Chicago
2021-01-12,40.1,26,30.8,0,0,15,Chicago
2021-01-13,44.2,29.6,35.6,0,0,13.7,Chicago
2021-01-14,40.8,30.2,35.7,0.157,0,14.3,Chicago
2021-01-15,37.2,28,33.6,0.079,0.331,13.8,Chicago
2021-01-16,38,26.1,32.3,0.075,0.469,13.8,Chicago
2021-01-17,32.4,28.4,31,0.126,0.854,8.9,Chicago
2021-01-18,31.1,24.4,27.1,0,0,12.6,Chicago
2021-01-19,31.3,18.5,24.9,0.047,0.331,15.5,Chicago
2021-01-20,30.6,14.9,23.5,0.047,0.331,23.2,Chicago
2021-01-21,39.9,30.4,34.1,0,0,22.6,Chicago
2021-01-22,31.8,14.5,19.7,0,0,17.7,Chicago
2021-01-23,31.6,10.2,20.8,0,0,11,Chicago
2021-01-24,36.1,26.9,30.1,0.087,0.606,12.3,Chicago
2021-01-25,33.1,29.7,31.4,0.11,0.772,21.9,Chicago
2021-01-26,31.2,27.7,30.4,0.52,3.61,21.8,Chicago
2021-01-27,27.6,17.4,25,0.031,0.22,17.9,Chicago
2021-01-28,21.1,5.6,14,0,0,14.8,Chicago
2021-01-29,29.7,2.7,18,0,0,12.8,Chicago
2021-01-30,33.9,25.9,29.5,0.244,1.709,22.7,Chicago
2021-01-31,32.6,29.5,30.8,0.689,4.795,23.1,Chicago
2021-02-01,32.4,23.6,29.6,0,0,19.8,Chicago
2021-02-02,31.5,21.6,26.2,0,0,15.4,Chicago
2021-02-03,28.9,11.5,20.8,0,0,11.9,Chicago
2021-02-04,34.2,22.7,30.1,0.319,1.957,26,Chicago
2021-02-05,23.9,9.6,13.6,0.02,0.138,26.1,Chicago
2021-02-06,12.3,0.1,7.1,0.079,0.551,19.7,Chicago
2021-02-07,7.6,-7.4,-0.5,0,0,14.5,Chicago
2021-02-08,12.8,-4.9,4.9,0.071,0.496,10.3,Chicago
2021-02-09,13.5,3.6,9,0.004,0.028,15.7,Chicago
2021-02-10,17.5,2.9,11.4,0.028,0.193,17.2,Chicago
2021-02-11,22.8,10.3,17.1,0.02,0.138,17.5,Chicago
2021-02-12,21.6,10.8,15.8,0.055,0.358,15,Chicago
2021-02-13,13,3.4,8.8,0.142,0.965,16.8,Chicago
2021-02-14,4.3,-4.4,0.1,0.051,0.331,16.2,Chicago
2021-02-15,18.2,2,10.6,0.35,2.453,27.1,Chicago
2021-02-16,19.2,10.4,16.1,0.236,1.626,20.9,Chicago
2021-02-17,18.9,4.7,12,0,0,12.2,Chicago
2021-02-18,22.7,15.4,19.1,0.043,0.303,11.9,Chicago
2021-02-19,19,6,13.5,0,0,13.2,Chicago
2021-02-20,20.2,-1.8,10.3,0,0,11.6,Chicago
2021-02-21,33.9,13.7,23.1,0.142,0.909,23.8,Chicago
2021-02-22,36.5,26.9,32.3,0.059,0,21.4,Chicago
2021-02-23,40.6,31.9,36.4,0,0,23,Chicago
2021-02-24,41.4,25.4,36.8,0,0,19.9,Chicago
2021-02-25,36.6,15.4,26.2,0,0,9.9,Chicago
2021-02-26,38.2,15.2,28,0.004,0,11.4,Chicago
2021-02-27,50.7,30.5,37.7,0.098,0.11,11.8,Chicago
2021-02-28,54.1,34.8,42.1,0.035,0,22.4,Chicago
2021-03-01,34.2,22.2,28,0,0,15.1,Chicago
2021-03-02,43.1,15.7,29.2,0,0,18.1,Chicago
2021-03-03,50.3,33.6,39.7,0,0,16.5,Chicago
2021-03-04,33.1,28.3,31.5,0,0,17.4,Chicago
2021-03-05,43.2,24,32.5,0,0,11.2,Chicago
2021-03-06,39,23.5,31.3,0,0,11.2,Chicago
2021-03-07,46.3,24.9,35.3,0,0,13.4,Chicago
2021-03-08,61.6,41.1,49.6,0,0,17.3,Chicago
2021-03-09,62.8,39.7,50.2,0,0,18.1,Chicago
2021-03-10,66.1,52,58,0.012,0,25.7,Chicago
2021-03-11,60.4,42.2,52.9,0.067,0,26.7,Chicago
2021-03-12,46.8,34,39.6,0,0,10.2,Chicago
2021-03-13,55.8,29,40.9,0,0,8.6,Chicago
2021-03-14,43.2,34.9,39.1,0,0,22,Chicago
2021-03-15,37.5,31.5,33.5,0.209,1.461,22.3,Chicago
2021-03-16,38.3,31.2,34.8,0,0,9.8,Chicago
2021-03-17,39,30.6,34.6,0.335,0,21.4,Chicago
2021-03-18,41.1,35.9,37.5,0.421,0,27.3,Chicago
2021-03-19,38.9,30.3,34.5,0,0,19.4,Chicago
2021-03-20,51.1,28.9,38.9,0,0,9.3,Chicago
2021-03-21,60.9,35,47.4,0,0,14.8,Chicago
2021-03-22,65.3,43.3,53.2,0,0,14.9,Chicago
2021-03-23,61.2,48.6,52.9,0.268,0,18.1,Chicago
2021-03-24,60.1,50.3,54.8,0.146,0,24.3,Chicago
2021-03-25,47.9,37.8,42.6,0.177,0,20.2,Chicago
2021-03-26,40.6,35,37.7,0.205,0,22.6,Chicago
2021-03-27,65.8,37.3,49.4,0.087,0,17.2,Chicago
2021-03-28,53.3,35.1,43.5,0.008,0,23.3,Chicago
2021-03-29,59.8,28.7,43.4,0,0,25.1,Chicago
2021-03-30,67,48,55,0.02,0,24.4,Chicago
2021-03-31,46.9,34.3,39.4,0.004,0.028,16.6,Chicago
2021-04-01,34.6,26.1,31,0,0,19.3,Chicago
2021-04-02,47.8,23.4,36.4,0,0,14.6,Chicago
2021-04-03,65.9,36.4,50.6,0,0,20.7,Chicago
2021-04-04,66.1,39.4,54.3,0,0,12.5,Chicago
2021-04-05,72.6,54.5,64.2,0.012,0,16.3,Chicago
2021-04-06,79.8,55.7,68.5,0,0,18,Chicago
2021-04-07,78.2,57.7,67,0.047,0,18.4,Chicago
2021-04-08,64.6,52,59.1,0.543,0,18.2,Chicago
2021-04-09,63,50,55.3,0.055,0,22.3,Chicago
2021-04-10,53.8,44.6,48.3,0.398,0,13.7,Chicago
2021-04-11,53.2,42.5,47.4,0.004,0,13.7,Chicago
2021-04-12,62.1,48,53.8,0.071,0,18.8,Chicago
2021-04-13,55.2,41,47.8,0,0,18.1,Chicago
2021-04-14,48.6,35.3,42.5,0,0,13.8,Chicago
2021-04-15,47.8,36,42,0,0,15.1,Chicago
2021-04-16,46.7,38.8,42.4,0,0,11,Chicago
2021-04-17,47.5,38.3,42.5,0,0,11.9,Chicago
2021-04-18,61.2,33.8,48.5,0.008,0,11,Chicago
2021-04-19,52.7,42.4,47.1,0.11,0,14.6,Chicago
2021-04-20,42.2,35.9,37.9,0.114,0.799,12.8,Chicago
2021-04-21,47.3,29.1,36.8,0.098,0.441,11.5,Chicago
2021-04-22,56.5,29.8,43,0,0,14.7,Chicago
2021-04-23,62.1,40.5,51.2,0,0,18.2,Chicago
2021-04-24,55.8,47.6,51.3,0.083,0,9.3,Chicago
2021-04-25,50.5,38.3,41.6,0.004,0,17.2,Chicago
2021-04-26,75.5,38,56.4,0,0,24.2,Chicago
2021-04-27,85.6,57.6,72.2,0,0,20.1,Chicago
2021-04-28,69.3,43.9,51.5,0.315,0,14.7,Chicago
2021-04-29,56.3,43.9,49.3,0.228,0,13.6,Chicago
2021-04-30,55,41.5,46.6,0,0,23,Chicago
2021-05-01,78.8,39.8,58.6,0,0,28.3,Chicago
2021-05-02,82.3,60.7,71.8,0.004,0,23.9,Chicago
2021-05-03,73.4,57.7,64.2,0.213,0,17.7,Chicago
2021-05-04,62.6,49.5,52.5,0.028,0,16.3,Chicago
2021-05-05,51.7,43.3,47.8,0,0,15,Chicago
2021-05-06,50,44.3,47.2,0.268,0,16,Chicago
2021-05-07,54.9,41.5,46.9,0.016,0,15.5,Chicago
2021-05-08,48.4,36.9,44,0.051,0,12.8,Chicago
2021-05-09,48.7,39.4,43.8,0.933,0.138,19.3,Chicago
2021-05-10,45.7,39,43.1,0.016,0,14.7,Chicago
2021-05-11,48,37.5,43.8,0.008,0,12.8,Chicago
2021-05-12,55.8,38.7,48.1,0,0,9.6,Chicago
2021-05-13,64,36.2,52.6,0,0,12.8,Chicago
2021-05-14,67.1,43.7,56.8,0,0,11.4,Chicago
2021-05-15,62.3,49.6,56.8,0.063,0,12.4,Chicago
2021-05-16,69.3,48.7,59.6,0,0,11.6,Chicago
2021-05-17,65.7,54.8,60.3,0,0,10.4,Chicago
2021-05-18,74.1,55.9,64.6,0.173,0,15.8,Chicago
2021-05-19,74.4,62.9,67.8,0.252,0,18.8,Chicago
2021-05-20,83,65.1,74,0,0,17.4,Chicago
2021-05-21,85.4,66.6,75.7,0,0,17.1,Chicago
2021-05-22,87,63.6,76.5,0.008,0,15.1,Chicago
2021-05-23,81.4,57.5,71.8,0.26,0,12,Chicago
2021-05-24,86.6,55.6,71.1,0.008,0,17,Chicago
2021-05-25,86,70.6,77.3,0.071,0,21.7,Chicago
2021-05-26,81.5,59.5,71.5,0.11,0,16.4,Chicago
2021-05-27,58.9,52.6,54.7,0.606,0,22.7,Chicago
2021-05-28,52.4,45.7,48.7,0.39,0,26.1,Chicago
2021-05-29,56.2,45,50.3,0,0,19.6,Chicago
2021-05-30,64.2,43.3,54.9,0,0,10,Chicago
2021-05-31,70.6,53.7,62,0.02,0,13.6,Chicago
2021-06-01,71.8,48.3,60.8,0,0,10.4,Chicago
2021-06-02,70.2,54.9,63.4,0,0,12.5,Chicago
2021-06-03,84.6,52.6,69.8,0,0,12.5,Chicago
2021-06-04,91.9,69.3,80.2,0.004,0,19.7,Chicago
2021-06-05,91.8,67.8,81.1,0,0,19.1,Chicago
2021-06-06,89,70.4,80.4,0.004,0,19.7,Chicago
2021-06-07,79.2,71.2,73.8,0.953,0,13.9,Chicago
2021-06-08,81.1,67.6,73.9,0.142,0,12,Chicago
2021-06-09,76.3,62.9,71,0.043,0,10.5,Chicago
2021-06-10,76.4,61.9,68.6,0,0,9.3,Chicago
2021-06-11,82.8,65.8,74.3,0,0,9.6,Chicago
2021-06-12,79.2,64.8,71.8,0.02,0,11,Chicago
2021-06-13,79,65.3,72.7,0.012,0,11,Chicago
2021-06-14,73.8,65.3,71.1,0,0,18,Chicago
2021-06-15,72,61.7,67.1,0,0,13.8,Chicago
2021-06-16,71.2,59.1,65.5,0,0,13,Chicago
2021-06-17,91.8,58,75.4,0,0,15.4,Chicago
2021-06-18,90.2,69.3,80.9,0.012,0,18.3,Chicago
2021-06-19,92.1,65,77.2,0.008,0,19.5,Chicago
2021-06-20,83.7,63.2,72.3,0.264,0,10.5,Chicago
2021-06-21,72.7,58.5,68.2,0.327,0,20.5,Chicago
2021-06-22,72.5,54.6,64,0,0,15.8,Chicago
2021-06-23,78.4,61.3,68,0.028,0,18.1,Chicago
2021-06-24,77.6,66.3,71.5,0.098,0,24.5,Chicago
2021-06-25,79.6,70,72.9,1.791,0,19.7,Chicago
2021-06-26,81.1,72,74.7,1.654,0,21.4,Chicago
2021-06-27,82.4,69.1,75.7,0.067,0,20.1,Chicago
2021-06-28,78.8,68.2,73.5,0.441,0,9.7,Chicago
2021-06-29,82.6,72,75.7,0.709,0,14,Chicago
2021-06-30,79.7,71,74.4,0.693,0,8,Chicago
2021-07-01,71.6,58.8,65.8,0.031,0,19.2,Chicago
2021-07-02,66.4,58,62.3,0,0,14.1,Chicago
2021-07-03,85.4,56.6,71.2,0,0,12.6,Chicago
2021-07-04,89.2,68.4,78.4,0,0,12.3,Chicago
2021-07-05,90.5,71.1,80.8,0,0,18.9,Chicago
2021-07-06,90.2,73.4,81.4,0.098,0,14,Chicago
2021-07-07,85.2,69.5,76.5,0.118,0,12.4,Chicago
2021-07-08,69.5,61.7,64.6,0.358,0,16.9,Chicago
2021-07-09,71.3,59.2,65.6,0,0,9.8,Chicago
2021-07-10,73,64.7,68.9,0.272,0,12.8,Chicago
2021-07-11,68.6,64.3,66.4,0.957,0,17.5,Chicago
2021-07-12,72.6,64.6,68.2,0.661,0,11,Chicago
2021-07-13,77.3,67.2,71.2,0.846,0,10.3,Chicago
2021-07-14,85.1,67.6,75.9,0.008,0,15.9,Chicago
2021-07-15,78.2,69.2,74.2,0.488,0,19.4,Chicago
2021-07-16,68.9,64.8,67.5,0.224,0,14.5,Chicago
2021-07-17,70.1,64.4,67.1,0.008,0,14.2,Chicago
2021-07-18,75.9,65.8,70.7,0.035,0,11.1,Chicago
2021-07-19,77.5,64.6,71.9,0,0,10.1,Chicago
2021-07-20,85.2,65.8,73.6,0,0,16.4,Chicago
2021-07-21,70.5,64.7,67.1,0.008,0,13.3,Chicago
2021-07-22,81.1,63.5,72.7,0.016,0,10.3,Chicago
2021-07-23,86.2,71.6,78.7,0.118,0,10.8,Chicago
2021-07-24,90.5,72.9,81,0.106,0,17.5,Chicago
2021-07-25,88.6,71,80.3,0,0,10.2,Chicago
2021-07-26,89.4,67.9,80,0,0,9.5,Chicago
2021-07-27,91.8,71.1,79.5,0,0,13.3,Chicago
2021-07-28,89.8,74.3,82.2,0.012,0,12.2,Chicago
2021-07-29,87.9,68.7,78.8,0,0,19.2,Chicago
2021-07-30,68.3,63.9,66.7,0.012,0,18.3,Chicago
2021-07-31,80.9,59.5,70.4,0,0,9.7,Chicago
2021-08-01,72,66,69.6,0.043,0,15.7,Chicago
2021-08-02,74.8,62.1,69,0.02,0,10.8,Chicago
2021-08-03,78.5,60.8,71.6,0.02,0,8,Chicago
2021-08-04,81.2,63,73.1,0,0,7.9,Chicago
2021-08-05,86.1,63.7,75.8,0,0,13.8,Chicago
2021-08-06,77.5,68.4,72.3,0.343,0,17.4,Chicago
2021-08-07,85.3,66.3,75.6,0.531,0,12.1,Chicago
2021-08-08,87.2,74.9,79.9,0.079,0,19,Chicago
2021-08-09,81.3,71.6,74.7,1.65,0,19.2,Chicago
2021-08-10,90.1,71.1,78.2,0.283,0,25.9,Chicago
2021-08-11,87.7,73.2,77.5,0.461,0,26.4,Chicago
2021-08-12,89.2,71.7,78.9,0.024,0,19.1,Chicago
2021-08-13,77.3,70.2,73.9,0.024,0,11.7,Chicago
2021-08-14,76,68.4,71.9,0,0,11.5,Chicago
2021-08-15,75.9,62.2,70,0,0,10.4,Chicago
2021-08-16,75.7,62.6,70.6,0,0,10.8,Chicago
2021-08-17,78.7,66.6,73,0.024,0,9.9,Chicago
2021-08-18,79.1,71,75.1,0.264,0,9,Chicago
2021-08-19,81.1,71.8,76.4,0.071,0,8.7,Chicago
2021-08-20,83.1,71.8,77.3,0.02,0,9.9,Chicago
2021-08-21,87.3,72.2,79.7,0.035,0,13.6,Chicago
2021-08-22,75.6,68.2,72.7,0.008,0,15.3,Chicago
2021-08-23,89.2,65.8,76.3,0.035,0,9.4,Chicago
2021-08-24,90.7,72.2,78.6,0.453,0,14.8,Chicago
2021-08-25,90.4,73.1,80.6,0.614,0,10.8,Chicago
2021-08-26,83.1,73.3,77.8,0.236,0,18.4,Chicago
2021-08-27,88.4,72.1,79.3,0.055,0,11.9,Chicago
2021-08-28,89.8,74.2,80.3,0.169,0,13.3,Chicago
2021-08-29,86.9,74.6,79.6,0.094,0,19.1,Chicago
2021-08-30,80,66.7,74.5,0,0,9.9,Chicago
2021-08-31,78.6,65.8,73.6,0,0,15.6,Chicago
2021-09-01,73.3,66.9,70.7,0.012,0,18.2,Chicago
2021-09-02,75,61.2,69.5,0,0,11.9,Chicago
2021-09-03,76.7,62.3,70.4,0.051,0,11.9,Chicago
2021-09-04,76.9,67.5,70.5,0.161,0,13.2,Chicago
2021-09-05,81.1,60.8,70.6,0,0,13.5,Chicago
2021-09-06,74.6,61.8,69.4,0,0,14.4,Chicago
2021-09-07,87.1,65.2,73,0.701,0,27.1,Chicago
2021-09-08,76.6,59.6,67.9,0,0,16.8,Chicago
2021-09-09,70.3,58.3,65.2,0.004,0,9.3,Chicago
2021-09-10,77.8,58.5,68.2,0,0,11.5,Chicago
2021-09-11,86.5,65.2,74.5,0,0,16.9,Chicago
2021-09-12,89,68.3,76.5,0,0,15.7,Chicago
2021-09-13,88.1,69.1,76.3,0,0,12.1,Chicago
2021-09-14,86.4,68.3,77.8,0.008,0,20.5,Chicago
2021-09-15,73.3,61.5,68,0,0,11.4,Chicago
2021-09-16,79.3,58,69.5,0,0,11,Chicago
2021-09-17,88,63.5,75.8,0,0,12.3,Chicago
2021-09-18,72.2,67.8,70.1,0,0,17.9,Chicago
2021-09-19,83.4,64.9,74.3,0.012,0,12.3,Chicago
2021-09-20,80.2,70.4,74.4,0.445,0,18.8,Chicago
2021-09-21,73.1,62.6,67.1,0.638,0,19.3,Chicago
2021-09-22,62.3,58.4,60.1,0.146,0,29.5,Chicago
2021-09-23,64.1,53.2,57.9,0,0,19.1,Chicago
2021-09-24,75,53.6,63.9,0,0,22.3,Chicago
2021-09-25,68.2,50.5,59.6,0.059,0,15.4,Chicago
2021-09-26,78.9,56,66.5,0,0,19.5,Chicago
2021-09-27,85.5,65.3,72.3,0.008,0,18.4,Chicago
2021-09-28,68.4,63.8,66.3,0,0,12.8,Chicago
2021-09-29,75.5,57.1,66.8,0,0,10.3,Chicago
2021-09-30,75.1,59.3,67.9,0,0,10.3,Chicago
2021-10-01,83,61.3,71.5,0,0,10.9,Chicago
2021-10-02,73.7,66.5,69.7,0.685,0,14.5,Chicago
2021-10-03,74.1,64.9,68.4,0.965,0,10.9,Chicago
2021-10-04,66.7,60.8,64.5,0.48,0,16.7,Chicago
2021-10-05,65.1,60.5,62.9,0.024,0,14.1,Chicago
2021-10-06,67.1,62.1,64.6,0.083,0,13.1,Chicago
2021-10-07,72.7,64.1,67.2,0.728,0,11.5,Chicago
2021-10-08,72,61.3,65.8,0.48,0,9.5,Chicago
2021-10-09,75.6,59.9,67.7,0.008,0,14.1,Chicago
2021-10-10,78,69.2,72.5,0.024,0,18.5,Chicago
2021-10-11,75,65.6,71.6,0.957,0,19.2,Chicago
2021-10-12,70.5,60.9,64.1,0.067,0,20.7,Chicago
2021-10-13,70.9,56.3,62.9,0.051,0,17.6,Chicago
2021-10-14,69.8,59.5,66.5,0.579,0,17.1,Chicago
2021-10-15,62.9,54.3,58,0.075,0,15.3,Chicago
2021-10-16,57.8,46,52,0.008,0,18.6,Chicago
2021-10-17,63.6,44.5,52.9,0,0,13.7,Chicago
2021-10-18,68.8,44.1,55.3,0,0,9.6,Chicago
2021-10-19,67.8,52.1,58.6,0,0,12.3,Chicago
2021-10-20,69.9,53.1,60.8,0.016,0,17.3,Chicago
2021-10-21,64.2,50.2,55,0.106,0,19.7,Chicago
2021-10-22,55.3,44.4,49.5,0.004,0,10.3,Chicago
2021-10-23,54.1,43.9,48.1,0,0,10.4,Chicago
2021-10-24,51,43,48.4,1.335,0,28.2,Chicago
2021-10-25,52,49.7,50.8,1.091,0,32,Chicago
2021-10-26,54,45.3,50.2,0,0,18,Chicago
2021-10-27,52.9,42.4,48.7,0,0,14.5,Chicago
2021-10-28,55.9,48.3,52.2,0.406,0,17.7,Chicago
2021-10-29,55.3,53.9,54.6,0.921,0,21.5,Chicago
2021-10-30,55.6,50.1,53.2,0.079,0,20.9,Chicago
2021-10-31,53.4,42.3,48.1,0,0,17.3,Chicago
2021-11-01,47.9,36.1,41.6,0,0,17,Chicago
2021-11-02,45.3,33,38.7,0,0,16,Chicago
2021-11-03,43.8,30.8,37.4,0,0,9.4,Chicago
2021-11-04,46,30.6,38.1,0,0,8.1,Chicago
2021-11-05,50.2,32.8,40.4,0,0,13.9,Chicago
2021-11-06,56.1,36.9,45.4,0,0,14.9,Chicago
2021-11-07,62.5,42.4,51.3,0,0,15.6,Chicago
2021-11-08,63,47.8,53.8,0,0,15.9,Chicago
2021-11-09,54.6,47.8,51.7,0,0,13.7,Chicago
2021-11-10,54.8,45,50,0.004,0,15.2,Chicago
2021-11-11,54.9,43,51.4,0.461,0,24.8,Chicago
2021-11-12,43.2,34.8,39.6,0.028,0.028,23,Chicago
2021-11-13,41,34.2,37.4,0,0,16.9,Chicago
2021-11-14,38.1,33.1,36.1,0.157,0.882,23.1,Chicago
2021-11-15,34.9,26.8,31.6,0.031,0.22,14.7,Chicago
2021-11-16,48.3,33,40.4,0,0,18.9,Chicago
2021-11-17,60.3,43.9,53.9,0.339,0,19.6,Chicago
2021-11-18,43.3,31.6,35.4,0,0,24.6,Chicago
2021-11-19,37.8,25.6,32.1,0,0,12.2,Chicago
2021-11-20,47.8,34.5,39.3,0,0,14.4,Chicago
2021-11-21,52.7,34.2,40.9,0.012,0,20.2,Chicago
2021-11-22,34.3,23.3,28.6,0,0,15.3,Chicago
2021-11-23,41.5,21.9,31.4,0,0,18.4,Chicago
2021-11-24,49.7,34.9,42.3,0.008,0,20.5,Chicago
2021-11-25,47.8,26.2,40.6,0.157,0,19.8,Chicago
2021-11-26,31,19,24.9,0,0,16,Chicago
2021-11-27,39.9,28,33.3,0.028,0,12.7,Chicago
2021-11-28,36.5,27.6,31.5,0,0,19.7,Chicago
2021-11-29,38.7,23.5,31.6,0.024,0.11,16.8,Chicago
2021-11-30,47.8,31.5,38.5,0,0,15.1,Chicago
2021-12-01,48.9,35,41.4,0.016,0,15.8,Chicago
2021-12-02,55.8,37.3,47.9,0.031,0,21,Chicago
2021-12-03,46.3,39.2,41.8,0.02,0.028,9.6,Chicago
2021-12-04,40.4,30.1,36.1,0,0,10.2,Chicago
2021-12-05,47.4,34.5,38.7,0.213,0,17.1,Chicago
2021-12-06,40,18,30.4,0,0,25.2,Chicago
2021-12-07,25.6,14.3,19.4,0,0,14.3,Chicago
2021-12-08,33.3,21.6,27.1,0,0,13.4,Chicago
2021-12-09,44.8,26.4,35.1,0,0,19.5,Chicago
2021-12-10,53.6,33.5,41.2,0.575,0,20.3,Chicago
2021-12-11,57.8,33.2,43.3,0.299,0,30,Chicago
2021-12-12,47.2,31.5,38.1,0,0,19.9,Chicago
2021-12-13,48.4,35.5,39.9,0,0,18,Chicago
2021-12-14,50.3,31.4,40.7,0.047,0,15,Chicago
2021-12-15,63.8,47.7,56.7,0.146,0,30.7,Chicago
2021-12-16,62.2,33.3,46.5,0.043,0,33.3,Chicago
2021-12-17,37.7,25.8,32,0,0,13.5,Chicago
2021-12-18,39.3,31.3,36.3,0.283,0.689,16.5,Chicago
2021-12-19,35.9,27.6,31,0,0,13.4,Chicago
2021-12-20,41,28.9,33.1,0,0,16.8,Chicago
2021-12-21,40.7,28.7,33,0,0,18.7,Chicago
2021-12-22,30.6,19,24.9,0,0,18.9,Chicago
2021-12-23,46,26.1,35,0.008,0.055,15.5,Chicago
2021-12-24,56.8,30.3,44.1,0,0,19.3,Chicago
2021-12-25,52.8,34.1,42.7,0.189,0,14.8,Chicago
2021-12-26,40.4,30.4,35.6,0,0,20.4,Chicago
2021-12-27,49.7,32.8,40.2,0.437,0,22.4,Chicago
2021-12-28,36.9,29.3,33.6,0.413,2.205,21,Chicago
2021-12-29,36.1,32,34.4,0.024,0.165,11.8,Chicago
2021-12-30,37.1,32.9,35,0.091,0.634,10,Chicago
2021-12-31,44.1,31.2,37.1,0,0,11.4,Chicago
2022-01-01,40,30.3,35.2,0.343,2.37,26.5,Chicago
2022-01-02,29.7,13,23.9,0.15,1.047,23.8,Chicago
2022-01-03,20.7,3.8,12,0,0,13.6,Chicago
2022-01-04,33.3,19.7,25.9,0,0,18.3,Chicago
2022-01-05,31.2,10.1,19.2,0.004,0.028,27.9,Chicago
2022-01-06,13.1,4.2,9.3,0,0,18.4,Chicago
2022-01-07,12.4,-3.1,4.2,0,0,14.8,Chicago
2022-01-08,32.1,8.1,20.2,0.02,0,17.7,Chicago
2022-01-09,33.8,10,24.1,0.031,0,19.3,Chicago
2022-01-10,17,7.2,11.8,0.008,0.055,14.5,Chicago
2022-01-11,34,5.1,17.9,0,0,23.6,Chicago
2022-01-12,40.6,28.9,34.2,0.008,0,17.8,Chicago
2022-01-13,38.3,26.1,32.7,0,0,10.3,Chicago
2022-01-14,34.1,26.1,30.7,0.012,0.083,17.5,Chicago
2022-01-15,27.4,21.1,23,0.043,0.303,19.4,Chicago
2022-01-16,26.4,11.6,20.3,0.012,0.083,9.1,Chicago
2022-01-17,29.5,22.3,25.4,0.004,0.028,17,Chicago
2022-01-18,42.4,18.7,29.9,0,0,23.4,Chicago
2022-01-19,40,14.3,25.5,0,0,22,Chicago
2022-01-20,18,7.2,13.2,0,0,15.3,Chicago
2022-01-21,25.2,13.5,18.4,0,0,10.1,Chicago
2022-01-22,33.3,18,23.4,0.012,0.083,18.8,Chicago
2022-01-23,24.5,2.1,17.4,0.276,1.929,19.4,Chicago
2022-01-24,27,0.6,17.3,0.138,0.965,15.8,Chicago
2022-01-25,9.6,-1.3,4.4,0,0,13.9,Chicago
2022-01-26,7.8,-12,-2.5,0,0,15.8,Chicago
2022-01-27,30.5,9.1,21.7,0.012,0.083,17.6,Chicago
2022-01-28,27.8,8.6,21.3,0.165,1.157,15.7,Chicago
2022-01-29,17.9,-1.8,8.2,0,0,11.1,Chicago
2022-01-30,28.9,6.6,18.9,0.004,0.028,10.4,Chicago
2022-01-31,30.1,18.6,25,0,0,16,Chicago
2022-02-01,42.9,28.6,35.9,0.181,0,18.5,Chicago
2022-02-02,33.3,21.1,24.6,0.677,4.713,24.3,Chicago
2022-02-03,25.5,21.8,23.7,0.102,0.717,24.1,Chicago
2022-02-04,22.8,14.5,18.4,0.012,0.083,14.5,Chicago
2022-02-05,13.4,1,8.4,0,0,19.7,Chicago
2022-02-06,27,13.6,20.9,0,0,18.6,Chicago
2022-02-07,26.1,9.7,20.8,0,0,13.7,Chicago
2022-02-08,35.9,3.7,19.5,0,0,16.9,Chicago
2022-02-09,39,29.5,34.1,0.004,0,15.2,Chicago
2022-02-10,31.8,23.5,28.8,0.008,0.055,18.1,Chicago
2022-02-11,42.7,26.7,35.5,0.118,0.799,25,Chicago
2022-02-12,27.5,12,17.8,0.016,0.11,20.8,Chicago
2022-02-13,17.7,8.1,13.7,0,0,10.7,Chicago
2022-02-14,27.5,12.3,18.8,0,0,8.8,Chicago
2022-02-15,36.1,17.4,26.4,0,0,20.7,Chicago
2022-02-16,55.5,37.6,47.1,0.394,0,26.5,Chicago
