0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5,1,81,5.88461538462,3,4,3,0,2,3,1,3,1,3,2,0,1
5,1,413,8.0,1,2,0,4,1,1,2,1,3,2,3,4,2
5,1,143,7.46153846154,3,2,2,0,1,2,2,2,2,3,2,1,4
5,1,209,6.88461538462,3,3,2,0,2,2,3,1,0,2,4,3,1
5,1,107,6.84615384615,3,3,2,1,1,2,2,2,1,2,3,2,2
5,1,140,6.84615384615,3,0,3,2,1,3,1,4,3,2,1,1,2
5,1,279,7.03846153846,2,0,3,1,4,2,3,2,2,1,2,3,1
5,0,28,7.07692307692,2,2,2,2,2,2,2,1,2,3,2,2,2
5,0,503,7.15384615385,2,2,1,2,1,3,3,2,2,2,2,3,1
5,1,206,7.53846153846,3,2,2,0,2,1,2,1,2,2,3,4,2
5,0,93,6.23076923077,1,2,4,3,1,3,4,1,3,1,1,0,2
5,0,133,6.65384615385,2,3,2,3,2,2,1,2,2,1,1,2,3
5,1,169,6.84615384615,3,1,2,3,2,2,3,0,1,3,1,3,2
5,0,169,6.80769230769,3,2,2,1,3,1,2,2,2,2,3,1,2
5,0,146,6.23076923077,2,3,2,3,2,3,2,2,1,1,2,2,1
5,0,81,6.65384615385,3,3,1,2,2,2,1,3,3,1,0,2,3
5,1,102,6.96153846154,1,3,2,2,3,2,2,1,2,2,1,3,2
5,1,51,6.88461538462,2,2,1,3,1,2,3,3,2,2,3,1,1
5,1,37,6.19230769231,3,3,1,1,3,3,2,3,2,1,3,0,1
5,1,46,7.03846153846,1,2,2,2,3,2,3,2,2,1,2,2,2
5,0,28,7.53846153846,2,2,2,1,1,2,1,3,3,2,2,2,3
5,0,258,6.96153846154,1,2,4,2,1,3,2,1,1,2,3,3,1
5,0,186,6.76923076923,1,3,3,2,0,4,2,2,1,3,2,2,1
5,0,279,6.42307692308,4,1,3,3,2,2,1,1,2,0,2,2,3
5,0,99,7.07692307692,2,3,1,1,3,2,1,3,2,2,1,3,2
5,1,167,7.11538461538,4,2,1,1,2,0,2,2,2,4,2,2,2
5,0,237,7.11538461538,4,3,2,0,1,0,2,2,2,2,2,4,2
5,1,121,6.92307692308,2,2,3,2,2,1,2,2,2,2,2,1,3
5,0,350,7.61538461538,1,0,3,2,2,3,1,2,3,2,4,1,2
5,1,46,6.76923076923,3,2,2,1,3,2,2,1,1,2,4,2,1
5,1,153,7.76923076923,1,1,1,2,4,3,1,1,2,2,2,3,3
5,1,115,5.80769230769,4,3,3,2,2,2,0,2,2,1,3,1,1
5,0,147,7.38461538462,1,2,2,1,1,4,1,2,4,3,2,2,1
5,1,67,6.5,2,3,3,2,2,1,2,1,2,2,4,2,0
5,0,99,7.96153846154,1,1,2,3,0,3,1,3,2,1,2,4,3
5,1,241,7.30769230769,1,2,2,2,3,1,2,3,2,1,2,3,2
5,1,180,6.23076923077,3,2,3,2,1,2,2,3,2,2,3,1,0
5,1,79,6.57692307692,2,2,1,3,2,4,3,2,1,1,2,1,2
5,0,49,6.96153846154,2,2,3,2,1,3,1,1,3,2,1,3,2
5,1,52,6.23076923077,2,3,4,1,2,2,1,2,3,2,3,0,1
5,0,31,8.07692307692,1,0,2,2,2,1,3,1,4,4,1,2,3
5,1,96,6.15384615385,2,3,3,2,3,2,2,2,2,1,1,0,3
5,1,73,6.65384615385,1,3,2,3,2,2,2,3,1,2,2,2,1
5,1,206,6.69230769231,1,2,3,3,3,2,2,0,2,4,1,1,2
5,1,169,7.26923076923,1,1,3,3,1,3,2,1,2,2,3,3,1
5,0,92,7.11538461538,3,3,1,1,1,2,2,1,2,4,2,2,2
5,1,33,6.80769230769,2,3,1,2,3,1,2,2,2,3,2,2,1
5,0,149,7.76923076923,1,2,1,3,1,3,1,2,2,2,2,2,4
5,1,55,6.92307692308,1,2,2,2,2,3,3,1,4,1,2,3,0
5,1,339,7.65384615385,1,0,1,3,3,3,3,1,2,2,3,2,2
5,1,45,7.26923076923,2,1,4,3,0,2,2,0,3,0,3,3,3
5,0,153,7.30769230769,1,3,2,2,2,2,1,2,2,2,1,3,3
5,0,190,7.30769230769,1,3,0,3,1,3,2,2,3,3,1,2,2
5,0,72,7.76923076923,2,2,1,2,0,2,3,2,1,3,2,3,3
5,1,53,7.76923076923,3,1,0,3,3,0,1,2,2,2,3,2,4
5,0,41,7.30769230769,0,3,2,3,2,3,2,1,1,1,2,3,3
5,1,185,6.53846153846,2,2,2,4,3,0,2,2,2,3,1,1,2
5,1,57,6.5,2,3,2,3,1,3,2,1,1,3,2,2,1
5,1,373,7.61538461538,0,2,2,2,2,2,3,2,2,3,2,1,3
5,0,30,7.65384615385,2,1,0,2,3,3,2,2,1,2,3,3,2
5,0,82,6.76923076923,4,0,3,3,2,1,2,0,3,1,2,3,2
5,0,41,7.03846153846,1,3,2,3,3,1,0,1,3,3,2,2,2
5,1,31,6.07692307692,2,3,2,3,3,1,2,4,2,0,2,1,1
5,0,47,7.11538461538,3,3,2,1,2,1,0,3,1,1,4,2,3
5,1,101,6.96153846154,3,3,1,1,0,3,2,3,1,4,2,1,2
5,0,135,7.19230769231,0,4,2,1,1,3,4,0,3,2,3,1,2
5,1,39,7.03846153846,1,2,1,4,2,2,2,2,2,2,3,3,0
5,0,130,6.65384615385,2,2,2,1,2,3,3,3,2,2,3,0,1
5,1,199,6.73076923077,1,2,2,2,4,3,3,1,0,3,3,0,2
5,0,109,7.5,1,0,3,1,4,3,1,3,2,2,1,2,3
5,1,589,6.5,2,4,0,3,2,3,3,1,2,0,2,2,2
5,1,111,7.53846153846,2,1,2,1,2,2,2,3,1,3,3,2,2
5,0,227,6.30769230769,2,3,3,3,2,1,2,2,2,1,1,2,2
5,1,81,6.80769230769,3,2,1,0,4,2,2,2,4,1,2,2,1
5,1,59,6.5,2,2,3,1,3,3,3,1,2,1,1,3,1
5,1,192,7.76923076923,1,2,1,2,2,2,1,3,2,2,3,3,2
5,0,97,7.07692307692,2,2,2,3,1,2,2,2,1,2,2,3,2
5,0,455,6.84615384615,3,2,1,1,3,2,2,2,3,1,2,4,0
5,1,75,6.30769230769,2,2,1,4,3,2,3,2,1,2,2,2,0
5,1,139,6.15384615385,3,2,2,3,2,2,1,4,1,3,1,2,0
5,0,76,7.76923076923,2,2,2,1,2,1,1,1,3,2,3,3,3
5,1,59,7.07692307692,3,1,3,1,3,2,1,0,2,3,3,1,3
5,1,113,7.84615384615,2,2,1,1,1,2,2,2,2,3,3,2,3
5,0,65,7.19230769231,2,3,2,1,1,1,3,2,2,3,1,3,2
5,0,62,7.96153846154,1,2,1,1,3,2,2,2,2,0,3,4,3
5,0,59,7.30769230769,2,1,2,3,3,2,1,1,1,2,2,3,3
5,1,216,6.23076923077,3,2,3,1,3,2,3,3,0,1,2,1,2
5,0,41,6.30769230769,2,4,0,3,2,4,2,1,2,2,2,0,2
5,1,143,6.5,1,3,2,2,2,3,3,3,2,1,2,1,1
5,0,50,6.61538461538,3,2,2,3,2,2,1,1,2,1,3,3,1
5,1,88,7.46153846154,1,2,3,2,1,1,2,1,3,4,2,2,2
5,1,75,6.5,1,3,3,3,1,3,3,0,2,3,1,1,2
